designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 5384042153248578560;6475;1,0799732;14,83254536;0,527375343;0,9450109
Gaia EDR3 5384184647377043968;6476;1,1602745;15,05263936;0,531367232;0,970931947
Gaia EDR3 5384310300945465984;6477;1,3481274;15,05161982;0,35965733;0,937685966
Gaia EDR3 5384714508904653184;6478;0,43045807;13,74570893;0,798233119;0,574544787
Gaia EDR3 5385178159211861504;6479;0,9294052;14,5265257;0,54157288;0,796330452
Gaia EDR3 5385198122222878720;6480;0,6063709;13,74069712;0,58364513;0,605013072
Gaia EDR3 538528391421947136;6481;1,1081581;15,45611909;0,754121249;0,941091061
Gaia EDR3 5385898889087248256;6482;-0,22210312;11,86477283;0,929091879;0,926987052
Gaia EDR3 5386010450860040320;6483;1,0642109;14,77295893;0,521622821;0,907849729
Gaia EDR3 5386563097192861184;6484;0,32039642;12,69372706;0,534174264;0,700370312
Gaia EDR3 5387797878810158080;6485;0,44508934;13,40276414;0,643153689;0,721186817
Gaia EDR3 5388618187503057280;6486;1,4242649;15,48347186;0,276347955;0,978179574
Gaia EDR3 5389629875634589056;6487;0,60359955;14,17140491;0,760411208;0,502699971
Gaia EDR3 5389866163260331136;6488;1,1344986;14,82121549;0,482375164;0,947691321
Gaia EDR3 5391049207710775040;6489;-0,110126495;11,77971793;0,733832121;0,953765988
Gaia EDR3 5391083047755288704;6490;0,8666611;14,50804454;0,595164308;0,69429636
Gaia EDR3 5391606591386240128;6491;0,39922905;13,03817259;0,55989282;0,667115867
Gaia EDR3 5391794195555570048;6492;0,56980133;13,61713863;0,576957078;0,585677147
Gaia EDR3 5392351235636913408;6493;1,2537022;15,21171479;0,502417871;0,97509408
Gaia EDR3 5392353056702860544;6494;0,23301506;13,14922444;0,827594576;0,860180855
Gaia EDR3 539346324992314496;6495;0,757246;14,01246775;0,525381913;0,522465825
Gaia EDR3 5393565367053446272;6496;1,1658554;14,84746636;0,465347459;0,946244597
Gaia EDR3 5393606117703636224;6497;0,8599949;14,44717065;0,576896815;0,691832125
Gaia EDR3 5393763111644515968;6498;-0,39556026;10,21320153;0,628374827;0,911143184
Gaia EDR3 5394050251681275136;6499;1,1540222;14,81309634;0,464552683;0,949534893
Gaia EDR3 5394487930327131904;6500;-0,3707161;10,28569221;0,605377565;0,908210397
Gaia EDR3 5394672128584996736;6501;0,9954586;14,46323504;0,479406665;0,913994491
Gaia EDR3 5395277036073842176;6502;1,368679;15,1576073;0,364274222;0,968138933
Gaia EDR3 5396314665815829888;6503;0,25362015;12,40655404;0,519699632;0,771350622
Gaia EDR3 5396602458687422208;6504;0,94272614;14,61999284;0,565484822;0,821689725
Gaia EDR3 5396722000514439936;6505;0,14109802;12,79276659;0,819880213;0,672303438
Gaia EDR3 5398247534240054528;6506;1,2763023;15,09825803;0,435229986;0,98901403
Gaia EDR3 5398363193414388480;6507;1,1138649;14,78196917;0,487029386;0,928008676
Gaia EDR3 5398441464899018240;6508;0,8538208;14,46640758;0,591594398;0,569476843
Gaia EDR3 5399043992976351872;6509;0,69114685;14,23232437;0,681680361;0,505961001
Gaia EDR3 5399978715299444864;6510;1,1448498;14,88275423;0,492410577;0,939487696
Gaia EDR3 5400878012731787776;6511;1,026516;14,49742549;0,468565974;0,920778394
Gaia EDR3 5401303046991511040;6512;-6,49E-02;12,16251737;0,8402873;0,952380896
Gaia EDR3 5401514462460079360;6513;0,96668625;14,65530119;0,560004747;0,819896698
Gaia EDR3 5401688425816913920;6514;-8,53E-02;11,61001255;0,630934449;0,958555102
Gaia EDR3 5401905471988488320;6515;0,3250656;12,74385612;0,545139641;0,694959998
Gaia EDR3 5402469457029694464;6516;-0,117788315;11,34470668;0,566344577;0,922229886
Gaia EDR3 5402903759829904640;6517;0,5631218;13,55889553;0,563872404;0,507406771
Gaia EDR3 5403661602510679680;6518;0,3210945;12,75141044;0,552003325;0,565261245
Gaia EDR3 5404640129218532224;6519;0,5547867;13,68922539;0,623961452;0,53538096
Gaia EDR3 5405554510567061120;6520;-9,51E-02;12,87162182;1,105715997;0,861467361
Gaia EDR3 5406233050980383360;6521;0,43576813;13,88890205;0,847760147;0,540519655
Gaia EDR3 5407258792250090240;6522;0,769125;14,08986323;0,53926039;0,519205928
Gaia EDR3 5408314563931184512;6523;1,0155487;14,60753842;0,508916272;0,930681705
Gaia EDR3 5410698683096655360;6524;0,75430393;14,04104238;0,537413204;0,675171316
Gaia EDR3 5411385839198988416;6525;0,9301491;14,57746225;0,559578863;0,752973139
Gaia EDR3 541198628425329152;6526;0,13036728;12,12248779;0,56687067;0,907578707
Gaia EDR3 5412014966012654080;6527;1,1259518;14,74627434;0,467047348;0,934466243
Gaia EDR3 5412148144356106240;6528;0,6448097;14,1103467;0,687132219;0,549000919
Gaia EDR3 5414761515997077120;6529;-0,22837162;10,84810569;0,553109692;0,929914773
Gaia EDR3 5415203141710133760;6530;0,92027855;14,88049596;0,695036324;0,822337449
Gaia EDR3 5415227812006204288;6531;0,98654747;13,74783767;0,276488083;0,916290402
Gaia EDR3 5415715338033352192;6532;0,67183495;14,14904176;0,670913481;0,531692624
Gaia EDR3 5415762651394046720;6533;0,44093704;13,78055567;0,799084106;0,559426904
Gaia EDR3 5417223906644382848;6534;-9,42E-02;12,50793972;1,004557466;0,911754072
Gaia EDR3 5419037654155785088;6535;1,0009613;13,92845086;0,318357706;0,966207862
Gaia EDR3 5419485361545782784;6536;-5,50E-02;11,56069221;0,574381943;0,960374594
Gaia EDR3 5419654961214149248;6537;0,11575699;11,82980598;0,498619302;0,931414485
Gaia EDR3 5420145102878491264;6538;1,0673218;14,78023032;0,521439066;0,966437697
Gaia EDR3 5421162078117867264;6539;1,422554;15,47408592;0,276518537;0,982765317
Gaia EDR3 542190594071254656;6540;5,89E-02;11,98735479;0,609542803;0,917887092
Gaia EDR3 5422144977092149632;6541;-0,19507504;12,76368167;1,156634508;0,533025622
Gaia EDR3 5423545067716723712;6542;0,6612301;13,82772734;0,557958373;0,527144611
Gaia EDR3 5423896396040719744;6543;0,9710846;14,56847316;0,525347791;0,970283389
Gaia EDR3 5424151100478173440;6544;1,1063118;14,96580161;0,551604881;0,964174747
Gaia EDR3 54253618862057728;6545;0,8573818;14,48343101;0,594868252;0,559050024
Gaia EDR3 5426155304016807296;6546;1,2340336;14,41089527;0,274361483;0,875084043
Gaia EDR3 5426689357433242368;6547;0,525856;13,60397847;0,624334211;0,659758329
Gaia EDR3 5427528254746168192;6548;1,0422192;14,80108411;0,551146909;0,963948429
Gaia EDR3 5427657584803951232;6549;0,3465004;12,83614701;0,551182788;0,670453191
Gaia EDR3 5427657619159602944;6550;0,3394947;12,83957498;0,560040371;0,633128226
Gaia EDR3 5429478822734493440;6551;-0,38204193;11,68892052;1,092112209;0,874314606
Gaia EDR3 5429698652037160192;6552;0,40980148;13,25914236;0,630374187;0,552224696
Gaia EDR3 5430515524758253184;6553;0,50873375;13,37035439;0,555664438;0,638715386
Gaia EDR3 5431908399831971200;6554;0,5912838;13,70735359;0,587960923;0,529034555
Gaia EDR3 5432233580394449024;6555;-0,12292385;11,16500017;0,518823953;0,955987334
Gaia EDR3 5432410636125190016;6556;0,2580204;13,27749739;0,841654863;0,724743485
Gaia EDR3 5432789383518999168;6557;0,8622322;14,27462541;0,516690959;0,742564082
Gaia EDR3 5433295742985574272;6558;-0,18730164;11,3146742;0,6564296;0,939143419
Gaia EDR3 543398540737509632;6559;0,93358994;13,80457649;0,33185721;0,859589815
Gaia EDR3 5434510359736526208;6560;-0,10112476;10,52019522;0,354546431;0,945404053
Gaia EDR3 5434733796816388992;6561;0,54652786;13,51203156;0,564647651;0,595744371
Gaia EDR3 5434958032765345280;6562;0,52358437;13,58273236;0,618527433;0,664279103
Gaia EDR3 5435944535217680640;6563;2,07E-02;11,20568016;0,425366206;0,945381105
Gaia EDR3 5436014972680358272;6564;0,37368107;13,04686253;0,59282519;0,836755872
Gaia EDR3 5436081454477043072;6565;1,1430664;14,94779983;0,51302775;0,953053772
Gaia EDR3 5436237516408597888;6566;1,0797787;14,56194088;0,435229985;0,844929576
Gaia EDR3 5436426701125198208;6567;0,49367523;13,90487297;0,78378532;0,531980455
Gaia EDR3 5437111907324722688;6568;0,94229317;14,48483936;0,518911611;0,860152364
Gaia EDR3 5438349579462398720;6569;-0,19425392;11,41944257;0,70991445;0,950657487
Gaia EDR3 5439459532152503424;6570;1,1599102;14,99153926;0,512838226;0,94304204
Gaia EDR3 544010899994075264;6571;1,1652412;14,82875056;0,46027231;0,958485484
Gaia EDR3 5440187000828069888;6572;1,2608871;15,32102838;0,528765715;0,978969932
Gaia EDR3 544031378397039232;6573;0,59923935;13,51441432;0,516948538;0,55439508
Gaia EDR3 5441322895123612416;6574;1,5344543;15,67563841;0;0,984846234
Gaia EDR3 5441714531716273920;6575;0,5616379;13,45315121;0,530018086;0,803152204
Gaia EDR3 544192392428485632;6576;0,5440998;14,4827828;0,947274577;0,503565967
Gaia EDR3 5442124615196939392;6577;-8,92E-03;11,75292027;0,600115886;0,947029114
Gaia EDR3 5442255869398848000;6578;0,56020164;13,64872117;0,601127212;0,670369387
Gaia EDR3 5443799411923872000;6579;0,22348404;12,36335533;0,538267607;0,870423853
Gaia EDR3 5444077309189669760;6580;1,1058369;14,66930323;0,460345893;0,934167922
Gaia EDR3 5444846177054970624;6581;0,37256432;12,95829005;0,562353883;0,603148818
Gaia EDR3 5445367109347137536;6582;1,0798416;14,74283849;0,501160098;0,963621259
Gaia EDR3 5445451599944776320;6583;1,3776627;14,95765116;0,299807811;0,984600306
Gaia EDR3 5445717127703393408;6584;0,9432926;14,38657886;0,490140064;0,839258611
Gaia EDR3 5445838902914095232;6585;0,40840912;13,08970289;0,567014771;0,708858013
Gaia EDR3 5446027808462084352;6586;0,9864025;14,72643557;0,57102377;0,87383759
Gaia EDR3 5446121026427577856;6587;0,5082722;13,25788165;0,521153951;0,617638111
Gaia EDR3 544619720197731072;6588;0,40156746;13,77300058;0,84450788;0,621468544
Gaia EDR3 5446584681033718272;6589;0,9460373;14,88139717;0,672250682;0,91631186
Gaia EDR3 5446665014103742336;6590;1,0692883;14,83466029;0,538024963;0,965168655
Gaia EDR3 5446683430923603840;6591;-0,117147446;11,30921816;0,55425883;0,938557804
Gaia EDR3 5446782283890583680;6592;0,498106;13,23077978;0,522258882;0,516940176
Gaia EDR3 5447762597288466560;6593;0,6950798;14,23995302;0,680125607;0,530259788
Gaia EDR3 5447999851282072192;6594;0,95519066;14,62086363;0,556217303;0,909717202
Gaia EDR3 544837187278705408;6595;0,4159603;13,28738716;0,633782624;0,594508588
Gaia EDR3 5449084794382894720;6596;0,5460434;13,93488392;0,733232503;0,50853914
Gaia EDR3 5449171655799477888;6597;1,1767292;14,8300985;0,451497572;0,902265906
Gaia EDR3 5449560985994450048;6598;1,0831623;15,53412794;0,814415106;0,78805697
Gaia EDR3 5450359987352470400;6599;0,9244385;14,56364126;0,55893996;0,882564068
Gaia EDR3 5451489087009920512;6600;0,72114944;13,93984122;0,536117992;0,547250271
Gaia EDR3 5451828355066551680;6601;0,32342625;12,83955296;0,578274619;0,785710692
Gaia EDR3 5453248339973753216;6602;0,10085392;12,01819876;0,566676869;0,936456203
Gaia EDR3 5453539813634370432;6603;-0,20175362;12,11594334;0,988898257;0,921426177
Gaia EDR3 5454089019693077120;6604;0,20589447;12,44460506;0,587439697;0,887390852
Gaia EDR3 5454189865525554048;6605;0,3402443;12,84326454;0,560401077;0,778474867
Gaia EDR3 5454444402466942848;6606;0,570837;13,52352614;0,544498189;0,550235271
Gaia EDR3 5455321052535492224;6607;1,1482201;15,16834092;0,587821157;0,975927711
Gaia EDR3 5456685104084844032;6608;0,5933056;13,68210709;0,575474451;0,584398806
Gaia EDR3 5457356901392996992;6609;0,9476261;14,64511704;0,57093011;0,800465584
Gaia EDR3 5458756171676057088;6610;9,27E-02;13,04830986;0,981038091;0,856763601
Gaia EDR3 5458984217260201472;6611;1,5004635;15,61902054;0;0,988175273
Gaia EDR3 5459131788043369344;6612;0,38270187;12,81060613;0,509588679;0,760092258
Gaia EDR3 545997618721866624;6613;0,37067223;12,91849063;0,551527741;0,697459936
Gaia EDR3 5460790955382874112;6614;1,1835136;15,00997797;0,499751693;0,965922415
Gaia EDR3 5461044598970347776;6615;-0,15666485;11,49418108;0,680750123;0,955591321
Gaia EDR3 5461296765091298048;6616;-0,4476261;11,42836051;1,126698067;0,832410932
Gaia EDR3 5461621769557378560;6617;0,6327553;14,01063542;0,661309836;0,557472944
Gaia EDR3 5463965275513370496;6618;1,3082504;14,88429024;0,350253508;0,969207764
Gaia EDR3 5464715520400964736;6619;0,7270088;14,37018656;0,695838621;0,508868039
Gaia EDR3 5464874399830588416;6620;0,24323463;13,60835724;0,980304211;0,687270522
Gaia EDR3 5464929134894103808;6621;-9,60E-02;12,87943699;1,10832512;0,865515947
Gaia EDR3 5465004176562249728;6622;0,7317505;14,59589165;0,781874587;0,514101446
Gaia EDR3 5466293010348962816;6623;1,0229816;14,65654791;0,518145556;0,933330834
Gaia EDR3 5466396673679939200;6624;1,3189812;15,30902488;0,470844236;0,986495137
Gaia EDR3 5466747039932084352;6625;1,1865788;14,762117;0,426391076;0,952174127
Gaia EDR3 5467853904543700736;6626;0,44629288;13,87206373;0,828933424;0,529841483
Gaia EDR3 5468277117737034112;6627;0,29332924;12,64140145;0,548112922;0,692009091
Gaia EDR3 5468511687374252160;6628;0,74523926;14,4240046;0,77759679;0,49674347
Gaia EDR3 5468818489773586944;6629;0,93289566;14,11699463;0,422509922;0,5631271
Gaia EDR3 5469080104822940544;6630;0,85001945;14,6898364;0,688725767;0,61958009
Gaia EDR3 5469171261208778240;6631;0,8345928;14,21756395;0,521495317;0,601310849
Gaia EDR3 5469352538891664512;6632;0,47680855;13,85487602;0,817527589;0,478196412
Gaia EDR3 5470581930330676608;6633;-5,90E-02;11,55228285;0,575329813;0,916844726
Gaia EDR3 5472765152402299904;6634;1,366354;15,27154492;0,402966722;0,993765295
Gaia EDR3 5475117626250185344;6635;0,9276428;14,46788726;0,522984377;0,787785888
Gaia EDR3 5475837703286189312;6636;-0,28455544;10,43308043;0,518638391;0,896965206
Gaia EDR3 5477553113228853120;6637;0,7861023;14,08530299;0,522713294;0,518229365
Gaia EDR3 5478389704134936832;6638;0,46718788;14,10748304;0,893273672;0,556070447
Gaia EDR3 5478698048427341568;6639;0,7943821;14,10727214;0,582038672;0,474646986
Gaia EDR3 5479682107037586432;6640;0,23907852;12,94471926;0,73785737;0,737804592
Gaia EDR3 5480556532316697216;6641;-7,30E-02;12,2413997;0,88094275;0,96324265
Gaia EDR3 5480970189205462784;6642;0,7726879;14,64780129;0,75657006;0,502517104
Gaia EDR3 5481422019765369728;6643;0,41610527;12,31550967;0,354291041;0,615594387
Gaia EDR3 5483433645008336768;6644;-0,17263508;11,17725948;0,579617513;0,928030968
Gaia EDR3 548423278811480960;6645;0,24015236;12,4917135;0,560329326;0,852559626
Gaia EDR3 5484282429332240640;6646;0,46913528;13,32750379;0,583138919;0,571587801
Gaia EDR3 5485066729011863040;6647;0,5384598;12,84396017;0,389171354;0,602289081
Gaia EDR3 5485705918928672896;6648;1,2420063;15,1422989;0,491346353;0,99389416
Gaia EDR3 5485807795552924800;6649;-9,40E-02;11,35165216;0,543054034;0,930694938
Gaia EDR3 5485902082972375296;6650;0,517025;13,30564778;0,526426555;0,559094429
Gaia EDR3 5486535401668481664;6651;1,2153778;15,1484063;0,514858067;0,996947169
Gaia EDR3 5487390954859205632;6652;0,70248413;13,78138641;0,507147009;0,546107292
Gaia EDR3 5488908422642751616;6653;-0,13369751;11,70902677;0,735770349;0,940723062
Gaia EDR3 5489923714255500928;6654;1,2619305;15,18077988;0,486448463;0,891693234
Gaia EDR3 5490140356700680576;6655;0,26329803;11,95065245;0,398114208;0,801217914
Gaia EDR3 5490164958273515392;6656;0,13132286;12,21133751;0,599284657;0,853293419
Gaia EDR3 5491316043868374016;6657;0,10336113;12,05011055;0,574318283;0,887208164
Gaia EDR3 5492177781810332416;6658;0,73516273;14,40893918;0,702171897;0,532746732
Gaia EDR3 5492177781810337152;6659;0,68792915;13,97654299;0,582834288;0,50474745
Gaia EDR3 5492318313138977792;6660;1,2344666;15,06315838;0,473994645;0,975049376
Gaia EDR3 5492399367763415936;6661;0,97273827;14,79359726;0,611097992;0,834060311
Gaia EDR3 5493930643862666752;6662;0,82826805;14,69767207;0,715450593;0,514780104
Gaia EDR3 5494231295867704064;6663;1,6335144;14,93346955;0;0,983933449
Gaia EDR3 5495140106653396736;6664;1,458477;15,68775399;0;0,995072484
Gaia EDR3 5496404682463740672;6665;0,84169006;14,33868352;0,555290565;0,780939996
Gaia EDR3 5498982938447885824;6666;0,5787926;13,77332148;0,629449514;0,539890885
Gaia EDR3 5499525444356625408;6667;-0,18557644;11,03772101;0,552684762;0,909497738
Gaia EDR3 5500308124837433984;6668;1,87E-02;12,23664612;0,766077887;0,898412466
Gaia EDR3 5500754664003105664;6669;-0,10483837;11,40353331;0,571275661;0,949893475
Gaia EDR3 550172322636826880;6670;0,29291916;12,63932627;0,54790787;0,65715456
Gaia EDR3 5501751233849026048;6671;-0,17582512;11,86668634;0,85960734;0,943705916
Gaia EDR3 5502935442229692800;6672;0,49076653;13,35626287;0,569277506;0,704891205
Gaia EDR3 5503855454289937664;6673;0,6977558;14,03992017;0,596678489;0,564460039
Gaia EDR3 5503906787739205376;6674;0,5088959;13,90132377;0,763954905;0,558292568
Gaia EDR3 5503938506074696704;6675;0,32670975;12,64482481;0,515483293;0,682581306
Gaia EDR3 5504318245605489152;6676;0,5366192;14,03910227;0,786266475;0,571248412
Gaia EDR3 550494758716769408;6677;1,328476;15,3443455;0,471439027;0,930350244
Gaia EDR3 5506500913626357120;6678;0,42056656;13,16817157;0,580711292;0,649606287
Gaia EDR3 5507186905803125760;6679;0,16348076;12,20247082;0,555399742;0,806760311
Gaia EDR3 5507482506929868032;6680;1,156765;14,91548115;0,492738351;0,962194562
Gaia EDR3 5508259449331121664;6681;0,92549324;14,50960123;0,538415314;0,822095811
Gaia EDR3 5509407988009789440;6682;1,4106255;15,32661149;0,321050069;0,988036156
Gaia EDR3 5509825497489044480;6683;0,25948143;13,64729641;0,973686449;0,569061518
Gaia EDR3 55103056018558592;6684;1,0517292;15,03974671;0,639002287;0,975388646
Gaia EDR3 5510552309031387520;6685;0,92873573;14,46880141;0,522582523;0,806657076
Gaia EDR3 5510964144860346496;6686;0,20563793;12,3761039;0,563422602;0,910479069
Gaia EDR3 5511189476020897024;6687;1,1230526;14,71415284;0,459898262;0,930648804
Gaia EDR3 551153263105246208;6688;0,2961464;13,09176596;0,714959327;0,841135621
Gaia EDR3 5512180784536773120;6689;0,5410671;13,86760969;0,712117813;0,537695229
Gaia EDR3 5512553312819365632;6690;0,25170135;12,56991882;0,571952584;0,727720141
Gaia EDR3 5512912028489443200;6691;1,1163311;14,86675128;0,509966575;0,964536071
Gaia EDR3 5513539093714292096;6692;0,64819336;14,19850497;0,718556088;0,505199671
Gaia EDR3 5513896164414899456;6693;0,22583485;13,0314841;0,767968062;0,487380177
Gaia EDR3 5514626583738956928;6694;1,0278244;14,59198548;0,495479298;0,907241523
Gaia EDR3 5514794735998457216;6695;0,4058113;13,04575577;0,555460347;0,56235683
Gaia EDR3 5515065044054622720;6696;0,61714554;13,46145063;0,489762516;0,590892017
Gaia EDR3 5515126547989788800;6697;-0,17865753;11,14891871;0,577844609;0,922724426
Gaia EDR3 5516037149774968320;6698;6,18E-03;12,27246751;0,797761963;0,895373166
Gaia EDR3 5516345223493485952;6699;1,416853;15,32953469;0,27497134;0,994356155
Gaia EDR3 5517011557597889792;6700;0,44433403;13,72613958;0,800581274;0,497043192
Gaia EDR3 5517030970846951424;6701;0,49596596;13,95511026;0,801151519;0,503990233
Gaia EDR3 5518966386191477376;6702;1,074686;14,65108916;0,478062366;0,937383354
Gaia EDR3 5519781300410751232;6703;0,1598301;12,15239237;0,543429439;0,832034111
Gaia EDR3 5519905064179316096;6704;0,58130455;14,07941586;0,749764463;0,542902648
Gaia EDR3 5520798172560495360;6705;0,6028366;13,82111783;0,620267541;0,507784009
Gaia EDR3 5522446550952428288;6706;0,22091961;11,87524777;0,419861695;0,893771529
Gaia EDR3 5523202602640503040;6707;-0,21968842;11,11215853;0,631644288;0,939002156
Gaia EDR3 5524208449612033024;6708;-5,16E-03;12,2495618;0,803420289;0,926206589
Gaia EDR3 5524320187481293056;6709;0,8782444;14,47563477;0,570009797;0,660893023
Gaia EDR3 55247298199862912;6710;0,8262882;14,23712262;0,534654774;0,557905614
Gaia EDR3 5526265150533925376;6711;1,0572472;14,47939508;0,435229986;0,933761418
Gaia EDR3 5528573403396991488;6712;0,32409096;12,92350409;0,610414097;0,645754635
Gaia EDR3 5529035271302987776;6713;0,34130096;12,66601775;0,508386935;0,648829162
Gaia EDR3 5529279152424082816;6714;0,2794056;12,76678265;0,61039386;0,762061715
Gaia EDR3 5529480401705471872;6715;0,733881;13,99219195;0,541249541;0,563155293
Gaia EDR3 5529809872940278016;6716;1,0233154;14,83107007;0,580943797;0,853745818
Gaia EDR3 55324577547215104;6717;0,36309052;12,97445342;0,578226268;0,62022388
Gaia EDR3 5534445693147613184;6718;0,461401;13,84292578;0,798559634;0,613438368
Gaia EDR3 5535406833805032064;6719;0,44417953;13,89803736;0,841370299;0,510418296
Gaia EDR3 5536077746353130240;6720;-0,14064407;11,54825093;0,679148124;0,962309957
Gaia EDR3 5537498998274817152;6721;0,52000046;13,30196106;0,52318794;0,548082948
Gaia EDR3 5538286768298624640;6722;-7,61E-02;11,8247696;0,710474465;0,937361717
Gaia EDR3 5540059765154863360;6723;0,24237823;12,46975381;0,550530456;0,708913565
Gaia EDR3 5540656623868978560;6724;1,2097378;14,87934619;0,435229986;0,962065339
Gaia EDR3 5541385982344566656;6725;-6,47E-02;11,67510551;0,633735525;0,923200727
Gaia EDR3 5542245319386060288;6726;0,5419121;13,52274167;0,572819817;0,555543542
Gaia EDR3 5542704262414480256;6727;1,1738567;14,76438721;0,435229987;0,968975306
Gaia EDR3 554339884024106624;6728;0,94125366;14,23456944;0,435229985;0,842022181
Gaia EDR3 5544588928434374016;6729;-0,19305134;11,07528215;0,573919877;0,947415709
Gaia EDR3 5544661698051133568;6730;0,8650055;13,79820629;0,381089184;0,583912075
Gaia EDR3 5544690633248286720;6731;0,5360565;13,37150526;0,528390317;0,597385824
Gaia EDR3 5544743925212648320;6732;0,6834936;14,10557883;0,71080842;0,450193167
Gaia EDR3 5546947346516761344;6733;0,22114944;12,85397435;0,698628377;0,439240456
Gaia EDR3 5547630345090957824;6734;0,96180725;14,6155018;0,549131997;0,92028749
Gaia EDR3 5548648634588556288;6735;0,16225529;12,15487817;0,541375467;0,898419976
Gaia EDR3 5549463471489014784;6736;0,8532543;14,32852957;0,540979352;0,579625309
Gaia EDR3 5550316967389689600;6737;0,6123543;13,54467114;0,514839669;0,536597073
Gaia EDR3 5552022211141079296;6738;0,27384567;12,41545577;0,504792863;0,756202042
Gaia EDR3 555223753938122240;6739;0,35126495;13,48478192;0,796207378;0,638973594
Gaia EDR3 5552863818572621312;6740;0,3869915;13,02970153;0,569927527;0,53865701
Gaia EDR3 5552947102282017664;6741;0,87527466;14,29620702;0,512971797;0,665053368
Gaia EDR3 5553222156283606144;6742;0,4473114;13,1867263;0,558149871;0,569552839
Gaia EDR3 5558647760834550528;6743;-0,18312454;13,27008172;1,232183414;0,764649391
Gaia EDR3 5559706663549662080;6744;0,2920704;13,21974289;0,770875909;0,672589123
Gaia EDR3 5560329193290547072;6745;-0,2061882;11,1643293;0,629200471;0,942456722
Gaia EDR3 5560907433325790720;6746;1,1939259;14,93369485;0,468485015;0,952770174
Gaia EDR3 5561160355360035456;6747;7,57E-02;12,03580622;0,606272618;0,909978747
Gaia EDR3 5561277380333048192;6748;0,83675957;14,52524346;0,63445792;0,914394617
Gaia EDR3 5563438092477617152;6749;0,7166157;13,89909633;0,582505135;0,47714743
Gaia EDR3 5564028981196462336;6750;0,509984;13,37958563;0,557456171;0,796992302
Gaia EDR3 5565605951452468480;6751;0,36741066;13,27768643;0,692427343;0,564272285
Gaia EDR3 5566829368590419968;6752;1,1734924;14,87086623;0,466235887;0,905086517
Gaia EDR3 5567348922195791616;6753;-0,12458229;11,3247786;0,567633007;0,944755495
Gaia EDR3 5567732956694899712;6754;-0,30347633;13,28863556;1,290515275;0,52015084
Gaia EDR3 5568245329113359232;6755;0,8799572;14,45244815;0,560114878;0,568780363
Gaia EDR3 556855532267405696;6756;1,2639961;15,11161066;0,464423054;0,978202283
Gaia EDR3 556906315961254016;6757;1,0023022;14,75958148;0,570982363;0,873232424
Gaia EDR3 55692089307977088;6758;0,7110882;13,97298182;0,621340594;0,481928408
Gaia EDR3 5570773965339575168;6759;0,7323265;12,90963557;0,265145621;0,514717162
Gaia EDR3 5571715735704543360;6760;0,17316246;12,26345007;0,563783767;0,90816009
Gaia EDR3 5571959311890036992;6761;0,5291214;13,96767002;0,766509066;0,525326788
Gaia EDR3 5573532025833121408;6762;0,67024136;14,19939316;0,763713842;0,434422076
Gaia EDR3 5573617512863310208;6763;0,74129486;14,03861851;0,549714133;0,551332235
Gaia EDR3 5574284572824625664;6764;0,93455315;14,63103185;0,575765596;0,852477193
Gaia EDR3 5574370884487136000;6765;0,33181763;12,92123545;0,59911108;0,657919288
Gaia EDR3 5574673005370512640;6766;0,4265766;13,75170227;0,805467673;0,527929902
Gaia EDR3 5574968361681107072;6767;0,66760063;14,15497969;0,748346288;0,488885641
Gaia EDR3 5575007845317435648;6768;-0,53815746;7,59948716;0,500527654;0,851148129
Gaia EDR3 5575953352302276608;6769;1,3481827;15,04750201;0,358513622;0,978970706
Gaia EDR3 5576701058862093056;6770;1,2254868;14,92264829;0,435229986;0,950319052
Gaia EDR3 5577031255950388480;6771;0,72823524;13,895865;0,517197436;0,521076262
Gaia EDR3 5577448688114114048;6772;0,7455311;13,18760732;0,319201312;0,571200609
Gaia EDR3 5578493499040542080;6773;0,5619316;13,84158591;0,722336372;0,487158835
Gaia EDR3 5580018521666969472;6774;1,0724907;14,79436732;0,521738788;0,918247223
Gaia EDR3 558036098518042752;6775;0,7468929;14,04327471;0,545673325;0,54778266
Gaia EDR3 558080903616798848;6776;1,1107864;14,76177921;0,483522517;0,902240753
Gaia EDR3 558153333945938560;6777;1,0607204;14,77244141;0,524068926;0,957831144
Gaia EDR3 558285928175703424;6778;1,0011845;14,67904209;0,541914988;0,812390327
Gaia EDR3 5584519063277346304;6779;0,8336792;14,48301651;0,620414592;0,537392259
Gaia EDR3 5585399054837389568;6780;0,83856773;14,44473069;0,599054841;0,550779879
Gaia EDR3 5585594664827857024;6781;0,955801;14,68881029;0,581465694;0,90488255
Gaia EDR3 5586375386806314112;6782;1,1498184;14,8882615;0,490135577;0,951788902
Gaia EDR3 5586391875178809600;6783;0,67170715;14,12251415;0,660390834;0,531012475
Gaia EDR3 5586730048024269312;6784;1,3573666;15,07893595;0,356306852;0,983747184
Gaia EDR3 5586754782733383552;6785;1,410202;14,55701447;0;0,983312547
Gaia EDR3 5587663189800348160;6786;0,47408485;13,31149614;0,571560261;0,596266747
Gaia EDR3 5588614164276695424;6787;1,3848267;15,31445049;0,379960063;0,994665623
Gaia EDR3 5589162988077240576;6788;0,6113701;13,91314568;0,6473261;0,529522777
Gaia EDR3 5589354543620145024;6789;0,48015976;13,91695103;0,805165305;0,680764139
Gaia EDR3 5589979478538543104;6790;0,6457367;13,74842343;0,546526013;0,506183028
Gaia EDR3 5589979551555099392;6791;1,1710567;14,83010603;0,456036766;0,962299109
