designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 1211378350265079552;324;0,57660675;13,6724788;0,591262866;0,610691607
Gaia EDR3 1211378350265079808;325;0,6885319;13,8832187;0,549533294;0,633684099
Gaia EDR3 1211862818279517824;326;1,0408688;14,76946026;0,54065125;0,902965307
Gaia EDR3 1212425463290645504;327;0,24418831;12,54650516;0,573329061;0,752979755
Gaia EDR3 121519060190456960;328;0,12335777;12,07672317;0,559791055;0,900007606
Gaia EDR3 1216212932955510528;329;0,8498478;14,9288552;0,788448595;0,738731802
Gaia EDR3 1216353051968362112;330;0,70381355;14,33181261;0,706934524;0,576336741
Gaia EDR3 1216863676336891520;331;0,1270504;12,4528894;0,703037952;0,904529929
Gaia EDR3 1218051664291152000;332;0,80423546;14,37729781;0,610398518;0,530187905
Gaia EDR3 1218800393053400576;333;0,6645851;14,66549345;0,883665593;0,549245536
Gaia EDR3 1219699145026398848;334;-0,2695446;12,47177472;1,156736876;0,906765282
Gaia EDR3 1219722127394433920;335;0,6767502;14,17231237;0,674486972;0,536891222
Gaia EDR3 1219876887953177600;336;-0,11939716;11,28782774;0,549942311;0,962498069
Gaia EDR3 1220062430539961344;337;0,3433876;12,81673667;0,54834127;0,797824144
Gaia EDR3 1221075080749770752;338;-0,14430046;11,85659552;0,811484583;0,941331923
Gaia EDR3 122197149626754688;339;0,5284748;13,27137206;0,508842971;0,551804721
Gaia EDR3 1222024990079978368;340;0,2679367;13,38105713;0,866692846;0,756051362
Gaia EDR3 1222150059528734464;341;-0,29292297;11,09129848;0,750451889;0,931761742
Gaia EDR3 1222865601075380480;342;0,5540619;13,91263711;0,714834226;0,514692605
Gaia EDR3 122291295308767360;343;1,1045628;14,72408474;0,477343588;0,905047774
Gaia EDR3 1222917621717322240;344;1,235981;15,00181178;0,454580092;0,937737942
Gaia EDR3 1223151194923807872;345;0,9649906;13,83997156;0,320544653;0,932038426
Gaia EDR3 1223420094236095872;346;0,98978806;15,27466043;0,800224875;0,907089591
Gaia EDR3 12254267546754176;347;-5,45E-02;11,67320948;0,62098782;0,876945734
Gaia EDR3 1226206806457202432;348;0,98610115;14,62104479;0,532245992;0,916282415
Gaia EDR3 1226246251436497152;349;0,44821358;13,69819779;0,757137096;0,575763822
Gaia EDR3 1226307755368045824;350;0,6288109;13,86243254;0,606398517;0,545362532
Gaia EDR3 1228266814506156928;351;-9,94E-02;11,52195279;0,61179949;0,952884078
Gaia EDR3 1229916112012470528;352;0,9573231;14,77653429;0,617546423;0,882635951
Gaia EDR3 1230761395935567744;353;1,028925;14,63584317;0,507592091;0,902275085
Gaia EDR3 1231446224176456064;354;0,5760975;13,62338232;0,572697623;0,506285191
Gaia EDR3 1231505456069951616;355;0,9308605;14,49248412;0,528050271;0,811340213
Gaia EDR3 1232045934759720192;356;1,1282902;15,07917843;0,572388911;0,96903348
Gaia EDR3 1232925891949581824;357;0,26462936;12,37566903;0,502887945;0,777926326
Gaia EDR3 1233764059112037632;358;0,6835003;14,26173456;0,702539345;0,528428555
Gaia EDR3 1233951800722851712;359;1,0091629;15,38962861;0,831828562;0,916405916
Gaia EDR3 1237419351158798336;360;0,4770546;13,36898724;0,589896795;0,507230163
Gaia EDR3 1238445745263425536;361;0,7849941;14,15460232;0,546274758;0,501810253
Gaia EDR3 1238610809446526464;362;0,9635887;15,03959935;0,723770737;0,817442179
Gaia EDR3 1239213243034520192;363;1,0784359;14,68969461;0,486612252;0,955699325
Gaia EDR3 1240302992201816192;364;0,848753;14,88361505;0,770727132;0,559604168
Gaia EDR3 1240475993483896832;365;0,32901;13,046782;0,652331288;0,556865335
Gaia EDR3 1241517196641669760;366;1,2238274;15,22574174;0,5316156;0,984856904
Gaia EDR3 1241754244470666496;367;1,1591778;14,90818381;0,48867114;0,932613373
Gaia EDR3 1245468295966061952;368;0,48107147;13,87834048;0,788592476;0,647307813
Gaia EDR3 1247429030140044160;369;1,3573093;15,2205122;0,399868036;0,969529688
Gaia EDR3 1247558738152408576;370;1,2336483;15,37229926;0,575830226;0,989354968
Gaia EDR3 1249747212968218496;371;1,2033806;14,93292267;0,460538423;0,974398255
Gaia EDR3 125049003615962880;372;0,2843914;12,5814983;0,53886042;0,673362792
Gaia EDR3 1251229182844030848;373;1,1116276;14,99516185;0,557334594;0,958973944
Gaia EDR3 1251824057289839744;374;1,2689066;14,96746742;0,418713977;0,99572289
Gaia EDR3 1252685559010039424;375;0,30319977;12,7634088;0,576322898;0,798321128
Gaia EDR3 1253353890280943104;376;0,50183487;13,81113178;0,773405423;0,485237747
Gaia EDR3 1253540837322222336;377;0,85746956;14,51652088;0,608592351;0,629525006
Gaia EDR3 1253556647097023616;378;-9,93E-02;11,69476495;0,683793046;0,942427993
Gaia EDR3 1254241707265648768;379;1,0774727;14,98075224;0,58578648;0,925757647
Gaia EDR3 1256240383181740928;380;0,5799408;12,83419669;0,352360729;0,631563425
Gaia EDR3 1257631879571104640;381;1,2324066;15,14465102;0,499837655;0,973403811
Gaia EDR3 1258206340036418560;382;0,92642784;14,75145094;0,634353723;0,754553616
Gaia EDR3 1258934014870979712;383;0,21158409;12,99714131;0,797919427;0,746367633
Gaia EDR3 1259128246176488576;384;1,1255093;14,84190842;0,495518753;0,961585641
Gaia EDR3 1259235139323302656;385;0,83475685;14,30425197;0,549848151;0,600369334
Gaia EDR3 125952943908854144;386;-0,16962719;10,78557582;0,478190043;0,945587993
Gaia EDR3 126015822230372352;387;-7,84E-02;12,50402784;0,987139022;0,881037891
Gaia EDR3 126017157963829120;388;-4,94E-02;12,37763163;0,908841799;0,853018403
Gaia EDR3 1260450030951612416;389;0,8704052;14,28742743;0,514165168;0,64627552
Gaia EDR3 1260585202163097728;390;0,9049034;14,76573589;0,662678581;0,802249789
Gaia EDR3 1260898494256935040;391;0,49934578;13,50511205;0,616737444;0,599237323
Gaia EDR3 126163324290575488;392;0,6864071;13,81138924;0,527493157;0,549367189
Gaia EDR3 1261751715280478848;393;-0,26261234;10,68793687;0,554298565;0,92747134
Gaia EDR3 1262123144052263040;394;0,6055851;14,07590366;0,719643703;0,542066216
Gaia EDR3 126285095203324672;395;0,6290722;13,72551825;0,598104653;0,49298647
Gaia EDR3 126342377182577408;396;0,8921938;14,35584801;0,516950747;0,894963503
Gaia EDR3 1263434109805753984;397;-0,17378044;13,28762716;1,23056731;0,895653009
Gaia EDR3 1266942548329434112;398;1,0564632;14,97866043;0,607780589;0,944272101
Gaia EDR3 1267355926046747520;399;0,7601967;14,16734733;0,575010682;0,525848269
Gaia EDR3 1268321022907264;400;0,6621723;13,83718233;0,612641096;0,481795013
Gaia EDR3 1269138715432182784;401;1,2002335;14,99389871;0,481268556;0,968125582
Gaia EDR3 1269138719727661568;402;1,1113529;14,75516392;0,481140436;0,942266345
Gaia EDR3 1269638134229067392;403;0,97798157;14,52626859;0,508831963;0,803085566
Gaia EDR3 126972461769858816;404;1,0197372;15,18403864;0,7344739;0,925159812
Gaia EDR3 1272088876928180608;405;1,0579948;14,58904821;0,47220202;0,83955574
Gaia EDR3 1273307891725715584;406;1,2376575;14,97064178;0,435229986;0,986781836
Gaia EDR3 1273456463234876288;407;8,65E-02;12,78406574;0,893059532;0,894518077
Gaia EDR3 127366331745660288;408;1,1907673;14,85263921;0,435229986;0,987939239
Gaia EDR3 1273685372108354176;409;1,0645075;14,66839703;0,490686036;0,991115034
Gaia EDR3 127429927326231936;410;0,9413986;14,64359294;0,575136152;0,914710164
Gaia EDR3 1275492999287723392;411;0,65491486;14,46346508;0,817126259;0,561811745
Gaia EDR3 1275760219272654080;412;0,31175613;12,58595293;0,51385421;0,757554054
Gaia EDR3 1276054682231244160;413;-0,33914185;10,29011556;0,553491543;0,906478345
Gaia EDR3 1276688069644366592;414;-0,13355255;11,4768976;0,639803006;0,965358019
Gaia EDR3 127700269747929344;415;0,9906063;14,44154854;0,476178387;0,70079416
Gaia EDR3 1277232907719022464;416;1,2801075;15,525039;0,580703639;0,981019497
Gaia EDR3 1277756687570196096;417;1,0366783;14,75300756;0,538494275;0,891960025
Gaia EDR3 1278042010837800192;418;0,26176262;13,49678172;0,918155601;0,565084755
Gaia EDR3 1280674894509973760;419;0,24012756;13,39287263;0,908993957;0,667086124
Gaia EDR3 1281026635151594752;420;0,75437164;14,0220751;0,530809989;0,535672605
Gaia EDR3 1281225032575659520;421;1,0999889;14,76159758;0,491752341;0,940491855
Gaia EDR3 1281410781322153216;422;-0,3202963;11,17570136;0,832347139;0,925705016
Gaia EDR3 1281810110201241344;423;0,9989834;14,30469462;0,434555779;0,920855284
Gaia EDR3 1281989124439286912;424;0,46278858;13,21829946;0,552405697;0,790809631
Gaia EDR3 1282030970304135296;425;0,97442055;14,47072196;0,49493729;0,885209501
Gaia EDR3 1282448170543051520;426;0,9476929;14,43934083;0,502542211;0,942480564
Gaia EDR3 1282448170543051648;427;-3,35E-02;11,59286252;0,565195882;0,964286089
Gaia EDR3 1282954113394574208;428;1,0399017;14,54632023;0,473039176;0,883496761
Gaia EDR3 1283540844582413952;429;-0,17963219;11,16099292;0,584084567;0,939156234
Gaia EDR3 1284194603029215104;430;0,5720043;14,04873375;0,748383618;0,570182443
Gaia EDR3 128436220983493632;431;1,180212;13,98101677;0;0,927304745
Gaia EDR3 1284932139108595712;432;0,9666195;13,42883507;0;0,95909059
Gaia EDR3 1285142833024133760;433;0,25138474;13,08182034;0,774319124;0,750997782
Gaia EDR3 1285224879783795968;434;1,0651608;14,69843757;0,499025448;0,95203054
Gaia EDR3 1286399437381641728;435;-2,37E-02;11,80823771;0,641055011;0,942372799
Gaia EDR3 128707181880407680;436;0,9600258;14,67865663;0,573728111;0,910194159
Gaia EDR3 128826375813389568;437;0,49124336;13,69627173;0,703144155;0,503038228
Gaia EDR3 1289020673097509760;438;0,25780106;12,21145442;0,469034861;0,745916367
Gaia EDR3 1289211434068336512;439;1,0615101;15,00716444;0,61445458;0,879278481
Gaia EDR3 1289485349902909440;440;1,107502;14,83401107;0,507224142;0,91767031
Gaia EDR3 1289986903300047744;441;-0,28786373;11,437491;0,873162319;0,942234874
Gaia EDR3 1291640053390590720;442;1,5182686;15,22344875;0;0,988560379
Gaia EDR3 1291844081516924672;443;0,89160156;14,21194174;0,476988158;0,635550499
Gaia EDR3 1292166062330701056;444;0,6874809;14,19095357;0,669335696;0,539283633
Gaia EDR3 1293045504129952768;445;0,122675896;12,03812882;0,547993698;0,929386318
Gaia EDR3 1293195720610273024;446;1,1537018;14,74625436;0,435229986;0,897500515
Gaia EDR3 1294793345366747776;447;1,1130714;14,65334202;0,435229985;0,945827723
Gaia EDR3 1295170344710806400;448;0,37856293;13,08336855;0,600799696;0,61502713
Gaia EDR3 129632764512293760;449;0,17886353;12,32261574;0,57638824;0,773135304
Gaia EDR3 1297161594628972672;450;0,16298485;12,1858452;0,550582875;0,846356034
Gaia EDR3 1299122058220640512;451;0,41865158;13,69927141;0,794454621;0,500561774
Gaia EDR3 1299314816353108992;452;0,45187187;13,26009587;0,577807987;0,713451385
Gaia EDR3 1299827699870774272;453;1,2203865;14,89646114;0,435229987;0,979623258
Gaia EDR3 1300212116623817728;454;0,90989685;14,45200126;0,531501948;0,825474858
Gaia EDR3 1300356053864952064;455;-2,52E-02;11,62520073;0,568201455;0,928916097
Gaia EDR3 1300727345195414272;456;1,0937347;15,70674452;0,872360405;0,934597313
Gaia EDR3 1303034120592956160;457;0,50364494;14,36510659;0,948497535;0,525394201
Gaia EDR3 1304081783374935680;458;-5,98E-02;12,97309823;1,104586918;0,859801292
Gaia EDR3 1304274094830734720;459;-1,52E-02;11,75926905;0,610327144;0,939733505
Gaia EDR3 1304733106575117056;460;0,10753822;13,07011813;0,92129346;0,498791397
Gaia EDR3 1305209190813293440;461;0,70772934;13,94091106;0,610568955;0,495685279
Gaia EDR3 1306197930941817984;462;7,35E-02;14,15403399;1,234797198;0,913231492
Gaia EDR3 1306917144688318976;463;1,1071892;14,77905319;0,491386607;0,957945585
Gaia EDR3 1308753230324383488;464;0,41360092;13,01493958;0,537256252;0,588832855
Gaia EDR3 1308772574857190144;465;-0,10531998;12,10600753;0,863754048;0,934787393
Gaia EDR3 1309675239543737216;466;-9,50E-02;11,58146749;0,630938464;0,963351488
Gaia EDR3 1311660540930405632;467;0,4785328;13,60602213;0,682723725;0,533673227
Gaia EDR3 1313405848136604672;468;0,66163635;14,48009486;0,815990125;0,604197979
Gaia EDR3 1314253292427950720;469;0,8230648;14,1637315;0,51571644;0,577106714
Gaia EDR3 1315371255234720896;470;1,1776981;14,87655163;0,464577523;0,9666816
Gaia EDR3 1315480072526858624;471;1,3336926;15,41765044;0,485250832;0,980317116
Gaia EDR3 1316238426312036096;472;0,52111626;13,41319617;0,557373244;0,588674188
Gaia EDR3 1316268323580640256;473;-1,39E-02;11,90050989;0,667772684;0,946059108
Gaia EDR3 1316607896578157824;474;0,5307503;13,43700524;0,555544241;0,532043636
Gaia EDR3 1317275544951049472;475;3,85E-02;12,11614938;0,689918068;0,915852964
Gaia EDR3 1317473353964505600;476;0,8488369;14,17015768;0,497859759;0,549780726
Gaia EDR3 1317956898562626176;477;1,389679;15,5206692;0,36830417;0,986895323
Gaia EDR3 1318204460477280512;478;-0,2520218;12,70021517;1,18287884;0,61024189
Gaia EDR3 1319616435270604800;479;0,8604946;14,49424276;0,596035247;0,540942907
Gaia EDR3 131978710009614336;480;0,16954231;12,1650696;0,536125282;0,747055531
Gaia EDR3 1320147671184560896;481;1,0296688;14,79616037;0,561242772;0,906303167
Gaia EDR3 1321738565727229056;482;0,5925503;13,607416;0,551236683;0,518978715
Gaia EDR3 1322796261553165824;483;1,76E-02;11,97376955;0,65867764;0,774212241
Gaia EDR3 1323922779935068160;484;0,89536476;14,30066282;0,499035249;0,897839844
Gaia EDR3 1324316263362759552;485;0,8226776;14,14471805;0,510851676;0,540562034
Gaia EDR3 1324361343339619968;486;0,68271446;13,91407025;0,565794179;0,505729198
Gaia EDR3 1325192612786286080;487;0,33042336;12,79817982;0,556727598;0,677921891
Gaia EDR3 1325292217371985024;488;4,67E-02;11,75772957;0,540526997;0,92043072
Gaia EDR3 1326398777041821568;489;0,14688206;12,19540851;0,572344383;0,931807518
Gaia EDR3 1330758920465540224;490;0,66884804;13,76415329;0,52890696;0,537942111
Gaia EDR3 1331106782752978688;491;0,18741798;12,77670472;0,708170965;0,466773182
Gaia EDR3 133116227803380224;492;0,4993353;13,41577633;0,581075529;0,685908735
Gaia EDR3 1331208070965684224;493;1,3012562;15,28780155;0,481112975;0,97320497
Gaia EDR3 1331894033078063488;494;-0,22116375;10,64650449;0,49837821;0,939386487
Gaia EDR3 1334638379741833728;495;-1,74E-02;11,68407696;0,581584621;0,919861972
Gaia EDR3 1334770870892758912;496;-0,2521038;9,71142858;0,354452792;0,921355844
Gaia EDR3 1335071381164641280;497;4,21E-02;12,2600582;0,744433756;0,928172231
Gaia EDR3 1336402404413235840;498;1,246418;15,00045976;0,435229986;0,968659878
Gaia EDR3 1336442472164656000;499;0,1098814;12,28266438;0,658771951;0,833210945
Gaia EDR3 1336712848946493952;500;-5,80E-02;11,59267311;0,591022901;0,954898417
Gaia EDR3 1338455643596995072;501;-0,3093853;12,11145192;1,110236817;0,896163583
Gaia EDR3 1339274053906752896;502;1,2020321;14,81504285;0,429923864;0,98014164
Gaia EDR3 133939246617303680;503;-6,39E-02;11,93415089;0,742611005;0,940660119
Gaia EDR3 134083729316431872;504;0,32017326;12,68408716;0,531314368;0,724970818
Gaia EDR3 1341543072245722752;505;0,5867481;13,30663489;0;0,482402921
Gaia EDR3 1341599143042727680;506;0,722229;14,12101851;0,600707571;0,533868492
Gaia EDR3 1342008814203085440;507;0,24375343;13,47117145;0,933201894;0,734398067
Gaia EDR3 1343052491256548992;508;0,692585;14,3917936;0,74426059;0,530009985
Gaia EDR3 1344107816260932480;509;0,5030823;13,85931033;0,791595496;0,497458637
Gaia EDR3 1344618951728016512;510;6,51E-02;12,40647507;0,772748644;0,927966595
Gaia EDR3 134474055945398400;511;1,3088207;14,99819725;0,385805988;0,989056706
Gaia EDR3 1345461315073916416;512;0,9039631;14,28636861;0,488401208;0,802805305
Gaia EDR3 1345826975706503680;513;-0,2802534;10,49611728;0,526129289;0,931886673
Gaia EDR3 1346164491417165696;514;0,7875252;14,38800591;0,633761564;0,534454226
Gaia EDR3 1346507843985396992;515;0,4420185;13,63464469;0,739504872;0,61431396
Gaia EDR3 1346883876962000000;516;4,17E-02;12,87762965;0,984943534;0,822547138
Gaia EDR3 1347620038652968192;517;0,49777603;12,37431189;0,308840683;0,638985455
Gaia EDR3 1348275102768198912;518;0,19659996;12,46782529;0,60954295;0,814275384
Gaia EDR3 1348795004265872000;519;1,0558681;14,83384786;0,550405242;0,965397
Gaia EDR3 1349256249394224128;520;0,9288616;14,43747258;0,513573726;0,919353127
Gaia EDR3 134954473809189888;521;-0,143116;11,23445266;0,5606447;0,886484981
Gaia EDR3 1350007967453813632;522;0,3662243;13,06929284;0,611519158;0,647722244
Gaia EDR3 1351486711809893888;523;-0,31257725;10,51118077;0,574437679;0,920659184
Gaia EDR3 1351956512512484480;524;0,8146496;14,4041465;0,609576875;0,518460453
Gaia EDR3 1352571723628352512;525;-0,16642952;11,31379946;0,623726011;0,959442139
Gaia EDR3 1353302001211658368;526;7,63E-02;12,59583518;0,834517518;0,529507279
Gaia EDR3 1353355434900703616;527;0,10756874;12,18072044;0,620800838;0,925063014
Gaia EDR3 1354258473248294912;528;0,7505493;14,16646784;0,585905073;0,550516129
Gaia EDR3 1354610798005917312;529;0,13877106;12,70087648;0,786257484;0,817664862
Gaia EDR3 1354669553158591232;530;0,7785816;14,19978283;0,568167127;0,50398767
Gaia EDR3 135554253103930880;531;0,7966709;14,43966577;0,644634697;0,634475112
Gaia EDR3 1355979969155873792;532;0,32913208;13,00777517;0,636807717;0,696399093
Gaia EDR3 1356633384004567168;533;1,0708065;14,51001102;0,435229986;0,752400935
Gaia EDR3 135715232773818368;534;-1,42E-02;11,69231276;0,581154741;0,906063795
Gaia EDR3 1358109963696352256;535;1,2635288;14,80485093;0,367069499;0,970721424
Gaia EDR3 1358301480583401728;536;-0,4145136;12,2870674;1,242778842;0,915403605
Gaia EDR3 1358325021299899136;537;0,89954376;14,29996781;0,495644094;0,921302795
Gaia EDR3 1360235560190381440;538;0,9739113;14,81179654;0,617819423;0,872905076
Gaia EDR3 13611477211053824;539;0,13499069;12,12625123;0,562959422;0,87405324
Gaia EDR3 1361501403017141376;540;0,9698162;14,80048735;0,616640312;0,926221609
Gaia EDR3 1361698730994787840;541;0,9756527;14,39577998;0,472410323;0,853093982
Gaia EDR3 1362437499729346688;542;1,4208546;14,91410996;0,242982558;0,960677624
Gaia EDR3 1363721110836082176;543;0,4183941;13,05590048;0,545560187;0,60760349
Gaia EDR3 1365075503002030336;544;0,6366539;13,89282948;0,664257663;0,493051022
Gaia EDR3 1365252593093623552;545;0,37753868;12,77148309;0,504250542;0,630151927
Gaia EDR3 136610338318092544;546;3,20E-02;11,86482662;0,595125659;0,91387856
Gaia EDR3 1366188483647856384;547;0,67373276;14,14085122;0,665383159;0,559294641
Gaia EDR3 1366334615614181248;548;0,830719;13,33597985;0,289914299;0,535545588
Gaia EDR3 1366738140678040192;549;-0,10401249;12,08567316;0,85396866;0,950050473
Gaia EDR3 136692075844561280;550;1,1832829;14,88911268;0,463862541;0,910871267
Gaia EDR3 1367469041032593024;551;0,22649765;12,61020554;0,623572716;0,862797379
Gaia EDR3 1367551813643361280;552;0,301651;13,21788442;0,756897123;0,653368533
Gaia EDR3 1367876852471768320;553;0,34775352;13,38017171;0,759297315;0,581042945
Gaia EDR3 1368236912466084352;554;0,30095577;12,69080256;0,555359712;0,83404839
Gaia EDR3 1368634347263005312;555;1,1130314;14,74209866;0,475995335;0,946493149
Gaia EDR3 1369626141111655680;556;1,1442738;14,63663333;0,422620275;0,962751389
Gaia EDR3 1369772925913456768;557;0,31991577;12,7679483;0,558648583;0,67375505
Gaia EDR3 13704038051270400;558;0,9687443;14,73616356;0,590145162;0,894562423
Gaia EDR3 1370654257498865536;559;0,27893448;12,69632662;0,583334728;0,897130132
